PLATFORM_CODE,PARAMETER_NAME,START_DATE,END_DATE,QUALITY_CODE,COMMENT,DAC
4901803,DOWN_IRRADIANCE380,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE380,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE412,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE412,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE412,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE490,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE490,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOWN_IRRADIANCE490,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,DOXY,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,DOXY,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,DOXY,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,PSAL,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,PSAL,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,PSAL,20160721,20160722,4,sensor_issue_takapm005b,IF
4901803,TEMP,20160711,20160712,4,sensor_issue_takapm005b,IF
4901803,TEMP,20160719,20160720,4,sensor_issue_takapm005b,IF
4901803,TEMP,20160721,20160722,4,sensor_issue_takapm005b,IF
4901805,PSAL,20170805,20170806,4,density inversion +/(QC_table_MC.18JAN18_MC.csv),IF
5902297,DOXY,20100729,,4,VB 20161018 demande C Lagadec,IF
5902300,DOXY,20110113,,4,VB 20161018 demande C Lagadec,IF
5903133,PSAL,20180701,,3,DD (20190206): drift,IF
6900169,PSAL,20021113,,3,CC 25/02/04,IF
6900248,PSAL,20050325,,4,DD (20190703): wreckage,IF
6900248,TEMP,20050325,,4,DD (20190703): wreckage,IF
6900359,PSAL,20090115,,4,VB 20101022 beached float,IF
6900359,TEMP,20090115,,4,VB 20101022 beached float,IF
6900365,PSAL,20071206,,4,VB 20101022 beached float,IF
6900365,TEMP,20071206,,4,VB 20101022 beached float,IF
6900366,PSAL,20061005,,4,LPV 22/12/08,IF
6900366,TEMP,20061005,,4,LPV 22/12/08,IF
6900474,PSAL,20111001,,4,VB 20120127,IF
6900539,PSAL,20140827,,4,DD (20190624): OWC Birgit,IF
6900701,PSAL,20130308,,3,VB 20150703,IF
6900785,PSAL,20120119,,4,DD (20190206): wrecked,IF
6900876,BBP700,20140630,,4,RD_LOV_SEP2019,IF
6900876,DOXY,20140714,,4,anomaly ; TC 20190510 via A.Barth,IF
6900877,DOXY,20140629,,4,anomaly ; TC 20190510 via A.Barth,IF
6900883,PSAL,20120618,20120620,4,DD: bad cycle,IF
6900889,PSAL,20161127,,3,CL 20170110,IF
6900969,PSAL,20160220,,4,DD (20190206): auto QC on hard drift  if redecode,IF
6901004,BBP700,20151202,20151203,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,BBP700,20151210,20151211,4,sensor_issue_lovbio037c,IF
6901004,BBP700,20151226,20151227,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,BBP700,20151228,20151229,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,BBP700,20160411,20160412,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,BBP700,20161227,20161228,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,BBP700,20170428,20170430,4,sensor_issue_lovbio037c,IF
6901004,BBP700,20171026,20171027,4,sensor_issue_lovbio037c,IF
6901004,CDOM,20151123,20170214,4,shift/dead_float/(QC_table_MC.JUL18),IF
6901004,CDOM,20171026,20171027,4,sensor_issue_lovbio037c,IF
6901004,CHLA,20151210,20151211,4,sensor_issue_lovbio037c,IF
6901004,CHLA,20171026,20171027,4,sensor_issue_lovbio037c,IF
6901004,CP660,20151129,20151130,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20151204,20151205,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20151206,20151207,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20151214,20151215,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20151216,20151217,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20151220,20151221,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20151224,20151225,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20151228,20151229,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20151230,20151231,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20160204,20160205,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20160220,20160221,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20170623,20170624,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901004,CP660,20171220,20171221,4,shift/dead_float/(QC_table_MC.JUL18),IF
6901004,PSAL,20150628,20150629,4,spikes/(QC_table_MC.18JAN18_MC.csv),IF
6901004,TEMP,20150628,20150629,4,spikes/(QC_table_MC.18JAN18_MC.csv),IF
6901032,DOXY,20130125,20130126,4,sensor_issue_lovbio001i,IF
6901246,PSAL,20150101,,3,VB 20150605 biais 0.25 psu,IF
6901433,PSAL,20130214,,4,VB 20130219 decalage capteur CNDC,IF
6901437,BBP700,20151107,,4,drift/(QC_table_MC.JUL18),IF
6901437,CDOM,20151107,,4,drift/(QC_table_MC.JUL18),IF
6901437,CHLA,20151107,,4,drift/(QC_table_MC.JUL18),IF
6901439,BBP700,20130803,,4,sensor issue 01oct18 lov,IF
6901439,CDOM,20130803,,4,sensor issue 01oct18 lov,IF
6901439,CHLA,20130803,,4,sensor issue 01oct18 lov,IF
6901439,DOXY,20130803,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901449,PSAL,20141210,,3,CC 20150622,IF
6901449,TEMP,20141210,,3,CC 20150622,IF
6901472,BBP700,20140929,20140930,4,spikes +/(QC_table_MC.JUL18),IF
6901472,BBP700,20160909,20160910,4,spikes +/(QC_table_MC.JUL18),IF
6901472,BBP700,20180919,,4, dead_prof_may2019_ap,IF
6901472,CDOM,20180919,20181020,4,shift_lovbio009b,IF
6901472,CHLA,20180919,20181020,4,shift_lovbio009b,IF
6901472,DOXY,20171203,,4,drift/(QC_table_MC.JUL18),IF
6901473,BBP700,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,CDOM,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,CHLA,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,CP660,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOWNWELLING_PAR,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOWN_IRRADIANCE380,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOWN_IRRADIANCE412,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOWN_IRRADIANCE490,20150302,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901473,DOXY,20130322,,4,sensor_issue/_dead_sensor_lovbio010b,IF
6901473,DOXY,20140824,,4,sensor_issue_lovbio010b,IF
6901473,DOXY,20151207,20160726,4,sensor_issue/dead_sensor_lovbio010b,IF
6901473,PSAL,20151207,20160726,4,sensor_issue/dead_sensor_lovbio010b,IF
6901473,TEMP,20151207,20160726,4,sensor_issue/dead_sensor_lovbio010b,IF
6901474,BBP700,20140829,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901474,CDOM,20140630,20140701,4,anomaly/dead_float/MULTI(QC_table_MC.JUL18),IF
6901474,CDOM,20140829,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901474,CHLA,20140829,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901474,DOXY,20140720,,4,drift/dead_float/MULTI(QC_table_MC.JUL18),IF
6901475,BBP700,20121106,20121120,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,BBP700,20121226,20121227,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,BBP700,20130125,20130126,4,sensor_issue_lovbio007b,IF
6901475,CDOM,20121106,20121120,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,CDOM,20121226,20121227,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,CDOM,20130125,20130126,4,sensor_issue_lovbio007b,IF
6901475,CHLA,20121106,20121120,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,CHLA,20121226,20121227,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901475,CHLA,20130125,20130126,4,sensor_issue_lovbio007b,IF
6901480,BBP700,20150507,20150508,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20150718,20150719,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160527,20160528,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160620,20160621,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160702,20160703,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160711,20160712,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20160720,20160721,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20161008,20161019,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20161107,20161118,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20161207,20161208,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20170507,20170508,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,BBP700,20170516,20170517,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20130909,20130910,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20131011,20131012,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140509,20140512,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140515,20140516,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140618,20140619,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140702,20140703,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20140821,20140822,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20141020,20141021,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150401,20150402,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150422,20150423,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150428,20150429,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150507,20150508,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150531,20150601,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150603,20150610,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150718,20150719,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150908,20150909,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150918,20150919,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20150928,20151019,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160106,20160107,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160210,20160211,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160331,20160401,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160527,20160528,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160602,20160603,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160608,20160609,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160614,20160615,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160620,20160621,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160702,20160703,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160711,20160712,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20160720,20160721,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20161008,20161019,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20161107,20161118,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20161207,20161208,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20170220,20170221,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20170507,20170508,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20170510,20170511,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901480,CDOM,20170516,20170517,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20150507,20150508,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20150718,20150719,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160527,20160528,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160620,20160621,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160702,20160703,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160711,20160712,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20160720,20160721,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20161008,20161019,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20161107,20161118,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20161207,20161208,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20170507,20170508,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901480,CHLA,20170516,20170517,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,BBP700,20130629,20130630,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,BBP700,20131027,20131028,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,BBP700,20140224,20140225,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CDOM,20130629,20130630,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CDOM,20131027,20131028,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CDOM,20140224,20140225,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CHLA,20130629,20130630,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CHLA,20131027,20131028,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901481,CHLA,20140224,20140225,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20130709,20130710,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20140219,20140225,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20140430,20140501,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20140530,20140531,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20140614,20140615,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901482,CDOM,20150125,20150126,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901485,BBP700,20150130,20150506,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901485,BBP700,20150802,20150828,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901486,BBP700,20150603,20150604,4,sensor_issue_lovbio045b,IF
6901486,BBP700,20170225,20170226,4,sensor_issue_lovbio045b,IF
6901486,CDOM,20150603,20150604,4,sensor_issue_lovbio045b,IF
6901486,CDOM,20170225,20170226,4,sensor_issue_lovbio045b,IF
6901486,CHLA,20150603,20150604,4,sensor_issue_lovbio045b,IF
6901486,CHLA,20170225,20170226,4,sensor_issue_lovbio045b,IF
6901489,BBP700,20131009,20131010,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,BBP700,20140117,20140128,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,BBP700,20140522,20140523,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20130629,20130630,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20130830,20130831,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20130929,20130930,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20131009,20131010,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140117,20140128,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140512,20140513,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140522,20140523,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140527,20140528,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140601,20140602,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20140611,20140612,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20150201,20150202,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20150212,20150213,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CDOM,20150220,20150221,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901489,CHLA,20131009,20131010,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CHLA,20140117,20140128,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,CHLA,20140522,20140523,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901489,PSAL,20130630,20130701,4,density inversion -/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901489,PSAL,20140318,20140319,4,density inversion -/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901490,DOXY,20130614,20130616,4,remove_first_prof_april2019_ap,IF
6901491,CDOM,20150512,20150531,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901491,PSAL,20140127,20140128,4,density inversion -/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901492,BBP700,20150103,20150104,4,RS_LOV_SEP2019,IF
6901492,BBP700,20150130,20150131,4,spike profile/(QC_table_MC.JUL18),IF
6901492,BBP700,20160116,20160117,4,sensor_issue_lovbio054b,IF
6901492,BBP700,20160215,20160216,4,sensor_issue_lovbio054b,IF
6901492,CDOM,20160116,20160117,4,sensor_issue_lovbio054b,IF
6901492,CDOM,20160215,20160216,4,sensor_issue_lovbio054b,IF
6901492,CHLA,20150130,20150131,4,shift/(QC_table_MC.JUL18),IF
6901492,CHLA,20160116,20160117,4,sensor_issue_lovbio054b,IF
6901492,CHLA,20160215,20160216,4,sensor_issue_lovbio054b,IF
6901493,BBP700,20161207,20161211,4,shift/(QC_table_MC.JUL18),IF
6901493,CDOM,20161207,20161211,4,shift/(QC_table_MC.JUL18),IF
6901493,CHLA,20161207,20161211,4,shift/(QC_table_MC.JUL18),IF
6901493,PSAL,20171122,20171123,4,sensor_issue_lovbio055b,IF
6901493,TEMP,20171122,20171123,4,sensor_issue_lovbio055b,IF
6901494,BBP700,20131001,,4,dead_prof_jully2019_ap,IF
6901494,CDOM,20131001,,4,dead_prof_jully2019_ap,IF
6901494,CHLA,20131001,,4,dead_prof_jully2019_ap,IF
6901495,BBP700,20131001,,4,dead_prof_jully2019_ap,IF
6901495,CDOM,20131001,,4,dead_prof_jully2019_ap,IF
6901495,CHLA,20131001,,4,dead_prof_jully2019_ap,IF
6901496,DOXY,20130714,20130716,4,remove_first_prof_april2019_ap,IF
6901503,PSAL,20181023,,3,DD (20181023): drift,IF
6901509,PSAL,20160515,,3,CC 20170531 feedback altimetry CLS,IF
6901510,BBP700,20140422,20140423,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901510,DOXY,20130526,20150527,4,sensor_issue_lovbio016c,IF
6901510,PSAL,20140501,20140502,4,density inversion -/dead_float/(QC_table_MC.18JAN18_MC.csv),IF
6901511,BBP700,20140910,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901511,CDOM,20140103,,4,shift +/drift/dead_float/(QC_table_MC.JUL18),IF
6901511,CHLA,20140910,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901512,DOXY,20130408,20130410,4,remove_first_prof_april2019_ap,IF
6901513,BBP700,20131009,20131010,4,spike profile/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140422,20140423,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140428,20140429,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140504,20140505,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140522,20140523,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140721,20140722,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140810,20140811,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20140815,20140816,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20150507,20150513,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,BBP700,20150522,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20130706,20130707,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20131004,20131005,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140116,20140117,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140125,20140126,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140410,20140411,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140422,20140423,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140428,20140429,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140504,20140505,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140522,20140523,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140721,20140722,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140810,20140811,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20140815,20140816,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20141009,20141010,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20141024,20141030,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20141123,20141124,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20150221,20150222,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20150313,20150314,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20150507,20150513,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CDOM,20150522,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140422,20140423,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140428,20140429,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140504,20140505,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140522,20140523,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140721,20140722,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140810,20140811,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20140815,20140816,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20150507,20150513,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901513,CHLA,20150522,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,DOWNWELLING_PAR,20151223,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,DOWN_IRRADIANCE380,20151223,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,DOWN_IRRADIANCE412,20151223,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901513,DOWN_IRRADIANCE490,20151223,,4,drift/dead_float/(QC_table_MC.JUL18),IF
6901514,CDOM,20130607,20130622,4,thunder noise/dead_float/(QC_table_MC.JUL18),IF
6901516,BBP700,20130622,20130623,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,BBP700,20130812,20130813,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,BBP700,20131205,20131206,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,BBP700,20150307,20150308,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,BBP700,20150718,20150719,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,BBP700,20160725,20160726,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,BBP700,20160824,20160825,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,BBP700,20160908,20160909,3,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20130603,20130604,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20130611,20130612,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20130613,20130614,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20130620,20130621,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20130622,20130623,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20130629,20130630,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20131001,20131002,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20131205,20131206,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20140109,20140110,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20140203,20140204,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20140507,20140508,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20140521,20140522,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20140531,20140601,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20140628,20140629,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20150111,20150112,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20150205,20150206,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20150307,20150308,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20150508,20150512,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20150520,20150521,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20150718,20150719,4,sensor noise/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20151006,20151007,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
6901516,CDOM,20160401,20160402,4,sensor shift/dead_float/(QC_table_MC.JUL18),IF
